"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Z., Zhang, Zhaohuang; D., Gao, Di; Y., Qi, Yunfei; K., Cheng, Kefeng","Zhang, Zhaohuang (15040787700); Gao, Di (57217168982); Qi, Yunfei (58700341000); Cheng, Kefeng (58700179900)","15040787700; 57217168982; 58700341000; 58700179900","Single-Objective Optimal Design of a High-Performance Wind Turbine Airfoil Family","2023","IEEE Access","11","","","128261","128287","0","4","10.1109/ACCESS.2023.3331760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177061305&doi=10.1109%2FACCESS.2023.3331760&partnerID=40&md5=2c01677367c4bfb177374ae67f1f4a5c","The development of high-performance wind turbine blade airfoil families is an important research topic in wind power generation technology. Using the NACA63 series airfoil as the initial airfoil, the XFOIL software based on the panel method is used to calculate the airfoil's lift-drag coefficient. Secondly, an improved Hicks-Henne shape function is employed to define the airfoil's geometry. Finally, a single objective optimization model is established based on three optimization algorithms (genetic algorithm, particle swarm optimization algorithm, and particle swarm optimization and genetic algorithm), which takes the control coefficient of shape function as a variable, the maximum of lift coefficient and lift-drag ratio as the goal, and satisfies the geometric and aerodynamic constraints. Different angles of attack, Reynolds numbers and weight coefficients are considered, there are seven groups high-performance airfoil families obtained (ZDGN-ASG, ZDGN-ASP, ZDGN-ASPG, ZDGN-ASR1, ZDGN-ASR5, ZDGN-ASQ3, ZDGN-ASQ8). The lift coefficients and lift-to-drag ratios are higher than those of the initial airfoil under the same operating conditions, and have been applied to the actual 1.2MW wind turbine blades. The results show that the output power and wind energy utilization coefficient of the new blades are significantly improved, further proving that the new airfoil family has superior aerodynamic performance. © 2023 Elsevier B.V., All rights reserved.","Aerodynamic Performance; Airfoil Family; High Performance; Optimal Design; Single Objective; Wind Turbine; Angle Of Attack; Drag; Energy Utilization; Genetic Algorithms; Lift; Lift Drag Ratio; Optimal Systems; Particle Swarm Optimization (pso); Power Generation; Reynolds Number; Turbine Components; Turbomachine Blades; Wind Power; Wind Turbine Blades; Aero-dynamic Performance; Airfoil Family; Atmospheric Modeling; Automotive Component; Blade; High Performance; Optimal Design; Performance; Shape; Single Objective; Airfoils","Angle of attack; Drag; Energy utilization; Genetic algorithms; Lift; Lift drag ratio; Optimal systems; Particle swarm optimization (PSO); Power generation; Reynolds number; Turbine components; Turbomachine blades; Wind power; Wind turbine blades; Aero-dynamic performance; Airfoil family; Atmospheric modeling; Automotive component; Blade; High performance; Optimal design; Performance; Shape; Single objective; Airfoils","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85177061305"
"Y., Jiang, Yadong; W., Finnegan, William; J.M., Goggins, Jamie M.","Jiang, Yadong (57223982633); Finnegan, William (55038869000); Goggins, Jamie M. (16506997000)","57223982633; 55038869000; 16506997000","Structural performance optimisation of a composite rotor blade for retrofitting a 225-kW wind turbine","2023","","","","","","","0","0","10.1109/OCEANSLimerick52467.2023.10244552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173671768&doi=10.1109%2FOCEANSLimerick52467.2023.10244552&partnerID=40&md5=d19915f79c5be7f7aa17aedb4b160f62","In this research, an optimisation study is carried out to improve the structural performance of a highly efficient wind turbine blade. The rotor blade is a 13-m long composite blade designed for retrofitting a 225-kW wind turbine. Its external geometry, constructed with modified NACA 63 series airfoils, was designed to enhance wind turbine power production efficiency. This research aims to optimise the internal structure of the wind turbine blade, with the objective to increase the blade stiffness. A set of design variables is used to define the blade internal structure. The optimisation methodology used in the study is based on the screen method. This is achieved by sampling different sets of variables and performing the structural analysis to adopt a variable set which has a relatively good performance. For each variable set, the blade structure performance is evaluated by finite element analysis. By applying the screen method, the blade stiffness has an improvement of 33 % while the blade self-weight has a reduction of 4%. © 2023 Elsevier B.V., All rights reserved.","Composite Material; Optimisation; Renewable Energy; Structural Performance; Wind Energy; Wind Turbine Blade; Production Efficiency; Retrofitting; Stiffness; Structural Optimization; Turbine Components; Turbomachine Blades; Wind Power; Blade Stiffness; Composite Rotor Blade; Composites Material; Internal Structure; Optimisations; Performance Optimizations; Renewable Energies; Structural Performance; Variable Sets; Wind Turbine Blades","Production efficiency; Retrofitting; Stiffness; Structural optimization; Turbine components; Turbomachine blades; Wind power; Blade stiffness; Composite rotor blade; Composites material; Internal structure; Optimisations; Performance optimizations; Renewable energies; Structural performance; Variable sets; Wind turbine blades","Conference paper","Final","","Scopus","2-s2.0-85173671768"
"O.N., Molokanov, Oleg N.; V.V., Ryzhov, V. V.; E.V., Konyushenko, Elizaveta V.; E., Zenko, Eugene; S.V., Ospikin, S. V.; P.A., Kurbatov, Pavel A.","Molokanov, Oleg N. (57192878605); Ryzhov, V. V. (57208884159); Konyushenko, Elizaveta V. (57216610915); Zenko, Eugene (57259050300); Ospikin, S. V. (58192217700); Kurbatov, Pavel A. (6602748544)","57192878605; 57208884159; 57216610915; 57259050300; 58192217700; 6602748544","Cost Evaluation for a Wind Turbine Based on a Continuously Variable Magnetic Transmission","2023","Russian Electrical Engineering","94","1","","1","7","0","0","10.3103/S106837122301008X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153241810&doi=10.3103%2FS106837122301008X&partnerID=40&md5=54fc76e78c5a4e3b99ed38801511afe8","Abstract: Approaches to the design of a magnetic system with electromagnetic continuously variable transmission for a wind turbine making it possible to obtain a high internal gear ratio or a high specific torque are considered. A finite element method is used to perform the numerical static simulation of a unit with a power of 100 kW at a rotational frequency of 50 rpm. A multidimensional parametric optimization procedure for magnetic-system geometry has been performed in order to achieve the minimum cost of active materials under a permanent thermal load. The obtained data have made it possible to calculate the maximum specific characteristics of the material consumption for optimized units characterized by a maximum electromagnetic torque per unit volume of the magnetic system and the minimum cost per unit electromagnetic torque. The cost of active materials for the power-generation and transmission systems have been compared for a wind turbine based on an electromagnetic continuously variable transmission and for a direct drive wind turbine. © 2023 Elsevier B.V., All rights reserved.","Gearbox; Magnetic Transmission; Multiplier; Power Divider; Transmission; Wind Turbine; Digital Storage; Electric Loads; Frequency Multiplying Circuits; Numerical Methods; Active Material; Cost Evaluations; Electromagnetic Continuously Variable Transmission; Electromagnetic Torques; Gearbox; Magnetic System; Magnetic Transmissions; Minimum Cost; Multiplier; Power Divider; Wind Turbines","Digital storage; Electric loads; Frequency multiplying circuits; Numerical methods; Active material; Cost evaluations; Electromagnetic continuously variable transmission; Electromagnetic torques; Gearbox; Magnetic system; Magnetic transmissions; Minimum cost; Multiplier; Power divider; Wind turbines","Article","Final","","Scopus","2-s2.0-85153241810"
"D.C., Netto, D. Cardoso; R.R., Camacho, R. Ramirez; N., Manzanares Filho, N.","Netto, D. Cardoso (57463593100); Camacho, R. Ramirez (59806417700); Manzanares Filho, N. (6503986522)","57463593100; 59806417700; 6503986522","Surrogate-Based Design Optimization of a H-Darrieus Wind Turbine Comparing Classical Response Surface, Artificial Neural Networks, and Kriging","2023","Journal of Applied Fluid Mechanics","16","4","","703","716","0","7","10.47176/jafm.16.04.1530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148236010&doi=10.47176%2Fjafm.16.04.1530&partnerID=40&md5=d284324c0372fd23e9834902145237ad","Clean energy sources like wind energy have been receiving much attention, and great emphasis has been given to the design and optimization of horizontal axis wind turbines, but just as important are the vertical axis wind turbines that can be used for generating energy for small businesses, houses, and buildings. This article sought to study the optimal geometrical parameters of a H-Darrieus vertical axis wind turbine using surrogate-based optimization with three different types of surrogate models and compared them. Airfoil chord and thickness were chosen as the design variables and respective ranges set at 0.32-0.6 m and 0.04-0.16 m. All evaluations are carried out for a tip-speed ratio of 1.5. Three different surrogate models were used and compared, namely a quadratic polynomial response surface, an artificial neural network based on radial basis functions called Extreme Learning Machine and a Kriging interpolator. Surrogates were constructed based on an initial sample data distributed according to a full factorial design. A test set was designed to evaluate the accuracy of the surrogates. Both training and testing data sets were generated using 2D CFD modeling to reduce computational cost. From the test set, Extreme Learning Machine surrogate showed the smallest RMSE of 11.24%, followed by Kriging, at 17.64%, and Response Surface of 22.17%. For the optimal designs the same pattern ensued, with optimal power coefficient overestimated by 8.7% for the response surface surrogate, followed by 3.12% and 2.17% for the Kriging interpolator and the Extreme Learning Machine, respectively. Power coefficient curves comparing the three optimal geometries from each surrogate were calculated and plotted. Optimal turbine obtained from Kriging surrogate optimization process resulted in a 7.92% increase in the Cp, whilst Extreme Learning Machine and Response Surface resulted in a 7.86% and 4.29% increase, respectively, all when compared to baseline CFD model. Concluding guidelines are that the quadratic polynomial response surface may not be the best alternative when dealing with complex non-linear relationships as typically present in VAWT simulations. Superior techniques such as Extreme Learning Machine and Kriging could be more suitable for this application. © 2023 Elsevier B.V., All rights reserved.","Artificial Neural Networks; Kriging; Optimization; Polynomial Response Surface; Surrogate Model; Vawt","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85148236010"
"R., Iliev, Rossen; T., Tsalov, Tsvetan","Iliev, Rossen (57220807387); Tsalov, Tsvetan (57223242213)","57220807387; 57223242213","Investigation of the efficiency of VAWTs at different wind speeds","2023","IOP Conference Series: Earth and Environmental Science","1128","1","012011","","","0","2","10.1088/1755-1315/1128/1/012011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147383513&doi=10.1088%2F1755-1315%2F1128%2F1%2F012011&partnerID=40&md5=a1f956a6fc3754b69fa558fd9be95076","This paper presents results from an experimental and numerical study of different lift-based and drag-based vertical axis wind turbines (VAWTs). One of the main disadvantages of vertical axis wind turbines is the low efficiency and inability to self-starting at low wind speeds. The task of the study is to determine an efficient geometry of the turbine runner, which can generate higher power at the lowest wind speeds. A comparison has been made of the cut-in speed, rated speed, efficiency, and the self-starting capabilities. This work proposes an aerodynamic scheme for wind turbine runners, which can operate relatively more efficiently at low and variable winds. The presented results favour the selection of a wind turbine for operation in conditions of weak and variable wind. The experiments were conducted in the Laboratory of Hydro Power and Hydraulic Turbomachinery (HEHT Lab) at the Technical University of Sofia. © 2023 Elsevier B.V., All rights reserved.","Blade; Characteristics; Efficiency; Runner; Vertical Axis Wind Turbine; Wind Speed","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85147383513"
"H., Park, Hyung-joon; H., Kang, Hyolim; D., Ahn, Dae-gyun; S., Han, Seungho","Park, Hyung-joon (57205231634); Kang, Hyolim (57216893015); Ahn, Dae-gyun (56192994000); Han, Seungho (55740197300)","57205231634; 57216893015; 56192994000; 55740197300","Shape Optimal Design of 1 kW-Class Outer Rotor Type Generator with Axial-Flux Permanent Magnet Using Electro-Magnetic Analysis; 전자기 해석을 통한 1 kW급 축방향 영구자석 외전형 발전기의 형상 최적설계","2023","Transactions of the Korean Society of Mechanical Engineers, B","47","1","","45","54","0","0","10.3795/KSME-B.2023.47.1.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147190095&doi=10.3795%2FKSME-B.2023.47.1.045&partnerID=40&md5=cd0399140c2b44521dd3d43d893cc431","An urban wind turbine with small scale generator adopts darrieus type vertical blades which make possible to start easily turbine and to produce electricity even under the conditions of weak and irregular winds. The generator for a highly efficient power production should be required, so that the design using a direct-driven permanent magnet synchronous generator has been considered owing to reduction of additional mechanical losses during the power production. In this study, 1 kW-class outer rotor type generator with two stage was proposed, in which an axial-flux permanent magnet was applied to 10 pole/12 slot combination and distributed windings with double layer. Finite element model was prepared by taking into account of single-stage and half geometry of the generator, and then electro-magnetic analysis was carried out to calculate the active powers under given loading conditions and electrical parameters. To meet the requirement of the target specification such as the active power with 250 W, the shape optimal design was conducted, in which 7 design variables were varied and design space was explored under a constraint of weight minimization. As a result, the optimized design variables of the generator were found to satisfy the target specification, and the weight of the generator was maintained at the same level of that for the initial design model. © 2023 Elsevier B.V., All rights reserved.","Axial Flux Permanent Magnet; Electro-magnetic Analysis; Outer Rotor Type Generator; Shape Optimal Design; Urban Wind Turbine; Electric Generators; Optimal Systems; Permanent Magnets; Power Generation; Specifications; Active Power; Axial Flux Permanent Magnet; Electro Magnetic Analysis; Optimal Design; Outer Rotor; Outer Rotor Type Generator; Power Production; Shape Optimal Design; Target Specifications; Urban Wind Turbine; Wind Turbines","Electric generators; Optimal systems; Permanent magnets; Power generation; Specifications; Active power; Axial flux permanent magnet; Electro magnetic analysis; Optimal design; Outer rotor; Outer rotor type generator; Power production; Shape optimal design; Target specifications; Urban wind turbine; Wind turbines","Article","Final","","Scopus","2-s2.0-85147190095"
"D., Li, Dan; H., Bao, Hongbing; N., Zhao, Ning","Li, Dan (57197286139); Bao, Hongbing (58075589500); Zhao, Ning (35995997100)","57197286139; 58075589500; 35995997100","Research of Turbine Tower Optimization Based on Criterion Method","2023","Energies","16","2","906","","","0","3","10.3390/en16020906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146653390&doi=10.3390%2Fen16020906&partnerID=40&md5=5ba64a0eaf4df28bafff22f6d51a1b43","Tower cost makes up an important part in the whole wind turbine construction especially for offshore wind farms. The main method to reduce tower cost is to reduce tower weight by optimum design. This paper proposes a two-level optimization criterion method for the optimal design of steel conical tower considering different structural reliability and uncertainty, along with the discreteness of design variables such as tower thickness and bolt type. In the first level, the tower shell geometry can be obtained by section design method; in the second level, bolted connections and flanges are designed based on the results of the first level. Then, summarized analysis and iterative calculation is performed to obtain optimum tower design with constant strength and rigidness. This method will play an important role in offshore customized turbine design. © 2023 Elsevier B.V., All rights reserved.","Criterion Method; Offshore Wind Turbine; Section Design; Tower Design; Two-level Optimization; Design; Iterative Methods; Offshore Oil Well Production; Offshore Wind Farms; Offshore Wind Turbines; Criteria Method; Optimal Design; Optimisations; Optimization Criteria; Optimum Designs; Section Designs; Structural Reliability; Tower Design; Turbine Towers; Two-level Optimization; Towers","Design; Iterative methods; Offshore oil well production; Offshore wind farms; Offshore wind turbines; Criteria method; Optimal design; Optimisations; Optimization criteria; Optimum designs; Section designs; Structural reliability; Tower design; Turbine towers; Two-level optimization; Towers","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85146653390"
"C., Rainone, Cinzia; D., de Siero, Danilo; L., Iuspa, Luigi; A., Viviani, Antonio; G., Pezzella, Giuseppe","Rainone, Cinzia (57216587267); de Siero, Danilo (58043462900); Iuspa, Luigi (6507204402); Viviani, Antonio (7005669876); Pezzella, Giuseppe (56013064300)","57216587267; 58043462900; 6507204402; 7005669876; 56013064300","A Numerical Procedure for Variable-Pitch Law Formulation of Vertical-Axis Wind Turbines","2023","Energies","16","1","536","","","0","6","10.3390/en16010536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145660337&doi=10.3390%2Fen16010536&partnerID=40&md5=7c407a5f12a43090bda19e6314eb3fe9","A numerical procedure was developed to determine a variable-pitch law that maximized the performance of a vertical-axis wind turbine (VAWT). The methodology was based on the determination, for each blade, of the angle of attack maximizing the stationary aerodynamic efficiency at prescribed azimuthal positions. The angles of attack were determined by means of a panel method with a low computational effort, and the methodology was implemented in Matlab (Formula presented.) software (version R2021a) allowing us to achieve in real time a variable-pitch law suitable for the turbine geometry. The variable pitch law was validated by considering its effect on the torque of a 2D model of an H-Darrieus turbine. U-RANS analyses were carried out with a (Formula presented.) model and a sliding-mesh technique was used to prescribe the blade motion around the shaft and pitch motion. Results showed how the variable-pitch law delayed the dynamic stall and improved the aerodynamic performance considerably. © 2023 Elsevier B.V., All rights reserved.","Computational Fluid Dynamics; Variable-pitch Law; Vertical-axis Wind Turbine; Wind Energy; Aerodynamic Stalling; Angle Of Attack; Matlab; Vertical Axis Wind Turbine; Wind Power; Aerodynamic Efficiency; Angle-of-attack; Azimuthal Position; Computational Effort; Numerical Procedures; Panel Methods; Performance; Variable Pitch; Variable-pitch Law; Vertical Axes Wind Turbines; Computational Fluid Dynamics","Aerodynamic stalling; Angle of attack; MATLAB; Vertical axis wind turbine; Wind power; Aerodynamic efficiency; Angle-of-attack; Azimuthal position; Computational effort; Numerical procedures; Panel methods; Performance; Variable pitch; Variable-pitch law; Vertical axes wind turbines; Computational fluid dynamics","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145660337"
"M., Hmedi, Mohamad; E., Uzunoglu, Emre; C., Guedes Soares, C.","Hmedi, Mohamad (57453019400); Uzunoglu, Emre (57035737900); Guedes Soares, C. (56978160800)","57453019400; 57035737900; 56978160800","Effect of geometry modifications on the dynamics of a free-float capable tension leg platform","2023","","","","","575","584","0","1","10.1201/9781003360773-66","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144991057&doi=10.1201%2F9781003360773-66&partnerID=40&md5=a2047cdc49ddd506a0509904289cfb92","The work discusses the effect of geometric modifications of a tension leg platform hull. Understanding the role of these alterations can help to adapt the platform to different installation sites. The investigation is carried out through resizing hull components individually. The system is a free-float capable tension leg platform with a 10MW wind turbine. Initially, the wind turbine and the platform are described. The assessment methodology is presented, and the sets of geometrical variables are defined. The influence of the variations is evaluated by checking the natural periods, platform mass, and the mooring line tension losses. The study examines which particular element size leads to better dynamics in the transportation and operation phases. Accordingly, the final design is selected, and the impacts of each component are recapped. The upper columns diameter is concluded to be the main contributor to an improved mooring performance in extreme conditions. © 2023 Elsevier B.V., All rights reserved.","Geometry; Mooring; Mooring Cables; Offshore Oil Wells; Wind Turbines; Assessment Methodologies; Element Sizes; Extreme Conditions; Free Floats; Geometry Modifications; Installation Site; Mooring Line Tensions; Mooring Performance; Natural Period; Operation Phasis; Tension-leg Platforms","Geometry; Mooring; Mooring cables; Offshore oil wells; Wind turbines; Assessment methodologies; Element sizes; Extreme conditions; Free floats; Geometry modifications; Installation site; Mooring line tensions; Mooring performance; Natural period; Operation phasis; Tension-leg platforms","Conference paper","Final","","Scopus","2-s2.0-85144991057"
"A., Sebastiani, Alessandro; A., Pẽna, Alfredo; N., Troldborg, Niels","Sebastiani, Alessandro (57220067493); Pẽna, Alfredo (24436133800); Troldborg, Niels (8668052100)","57220067493; 24436133800; 8668052100","Numerical evaluation of multivariate power curves for wind turbines in wakes using nacelle lidars","2023","Renewable Energy","202","","","419","431","0","11","10.1016/j.renene.2022.11.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143502573&doi=10.1016%2Fj.renene.2022.11.081&partnerID=40&md5=0ae8bb90c89574d2f07367a800589317","The IEC standards describe how to measure the power performance of an isolated wake-free wind turbine. However, most wind turbines operate under waked conditions for a substantial amount of time, calling for the need of a new methodology for power performance evaluation. We define multivariate power curves in the form of multivariate polynomial regressions, whose input variables are several wind speed and turbulence measurements retrieved with nacelle lidars. We use a dataset of synthetic power performance tests including both waked and wake-free conditions. The dataset is generated through aeroelastic simulations combined with both virtual nacelle lidars and the dynamic wake meandering model. A feature-selection algorithm is used to select the input variables among the available measurements, showing that the optimal model includes four input variables: three correspondent to wind speed and one to turbulence measures. Additionally, we give insights on the optimal nacelle-lidar scanning geometry needed to implement the multivariate power curve. Results show that the multivariate power curves predict the power output with accuracy of the same order under both waked and wake-free operation. For the in-wake cases, the accuracy is much higher than that of the IEC standard power curve, with an error reduction of up to 88%. © 2022 Elsevier B.V., All rights reserved.","Multivariable Regression; Nacelle Lidars; Power Curves; Turbulence; Wakes; Optical Radar; Regression Analysis; Statistical Tests; Turbulence; Wind; Wind Turbines; Condition; Iec-standard; Input Variables; Multi Variables; Multivariable Regression; Multivariate Polynomial Regressions; Nacelle Lidars; Performances Evaluation; Power Curves; Power Performance; Wakes; Lidar; Multiple Regression; Turbulence; Wake; Wind Velocity","Optical radar; Regression analysis; Statistical tests; Turbulence; Wind; Wind turbines; Condition; IEC-standard; Input variables; Multi variables; Multivariable regression; Multivariate polynomial regressions; Nacelle lidars; Performances evaluation; Power curves; Power performance; Wakes; lidar; multiple regression; turbulence; wake; wind velocity","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143502573"
"P.R., Anciaes, Paulo Rui","Anciaes, Paulo Rui (24079709800)","24079709800","Effects of the roadside visual environment on driver wellbeing and behaviour–a systematic review","2023","Transport Reviews","43","4","","571","598","0","17","10.1080/01441647.2022.2133189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141055014&doi=10.1080%2F01441647.2022.2133189&partnerID=40&md5=e468a15dcbc6ccdee404ab9a8a855b81","The view that drivers have from the road can be enjoyable or disturbing, stressful or relaxing, distracting or fatiguing. Road planning guidelines balance aesthetical and safety considerations but are rarely grounded on empirical evidence. This paper reviews evidence on the effects of the roadside visual environment on the wellbeing and behaviour of drivers, focusing on natural and built elements external to the road, i.e. excluding road geometry, design, conditions, and users. Standardised information was extracted from 50 studies. These studies have used experiments involving participants watching videos or driving a simulator or instrumented vehicle, usually with unrepresentative samples (mostly males, young age groups, and students). Most evidence is related to the driving task (e.g. distraction, fatigue), not to wider aspects of driver wellbeing (e.g. stress recovery), and to safety issues, not aesthetical ones. There is increased evidence for monotonous views (linked to fatigue), roadside vegetation (linked mainly to a reduction of stress and risky driving behaviours, but depending on the characteristics of the vegetation) and advertisements (linked to distraction, but depending on advertisement type and other variables). A few studies have looked at other elements of the built environment (memorials, drones, wind turbines, utility poles), with mixed evidence on distraction and safety behaviour. The links between continued exposure to certain types of views and car commuter stress have not been studied. There is little evidence for developing countries or differences by gender, visual impairment, trip purpose, and type of vehicle. © 2023 Elsevier B.V., All rights reserved.","Driver Behaviour; Road Travel; Roadside Environment; Traffic Safety; Visual Pollution; Wellbeing; Advertising; Behavioral Response; Car Use; Road Traffic; Roadside Environment; Transportation Safety; Travel Behavior; Vegetation; Visual Pollution","advertising; behavioral response; car use; road traffic; roadside environment; transportation safety; travel behavior; vegetation; visual pollution","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85141055014"
"H., Moon, Hyeongmin; H., Cho, Haeseong; S., Theodossiades, Stephanos; T., Kim, Taeseong","Moon, Hyeongmin (57442548300); Cho, Haeseong (55805691200); Theodossiades, Stephanos (6602273587); Kim, Taeseong (55696533600)","57442548300; 55805691200; 6602273587; 55696533600","Development of an anisotropic co-rotational beam model including variable cross-section","2023","Mechanics of Advanced Materials and Structures","30","3","","423","436","0","9","10.1080/15376494.2021.2015810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124153099&doi=10.1080%2F15376494.2021.2015810&partnerID=40&md5=c467691ee908700a6ad60d706d7cfe22","The aim of this article is to expand the general approach of the flexible beam model to consider tapered geometry and anisotropic properties by updating the cross-sectional stiffness matrix. The advantage of this approach is that continuously variable cross-section, as well as irregular axes on the cross-sections, are considered simultaneously by the co-rotational method. Anisotropic and isotropic cantilevered beam cases are simulated. A static force or moment is applied as the external load. NREL 5 MW wind turbine blade is analyzed as a practical example. The results are compared against the existing literature and ABAQUS model, and they show excellent agreement. © 2023 Elsevier B.V., All rights reserved.","Anisotropic Beam; Co-rotational Method; Geometric Nonlinearity; Sectional Stiffness; Taper Effect; Warping Effect; Anisotropy; Flexible Structures; Stiffness; Turbomachine Blades; Anisotropic Beams; Beam Modeling; Co-rotational Method; Flexible Beam; Geometric Non-linearity; Sectional Stiffness; Taper Effect; Tapered Geometry; Variable Cross Section; Warping Effects; Stiffness Matrix","Anisotropy; Flexible structures; Stiffness; Turbomachine blades; Anisotropic beams; Beam modeling; Co-rotational method; Flexible beam; Geometric non-linearity; Sectional stiffness; Taper effect; Tapered geometry; Variable cross section; Warping effects; Stiffness matrix","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85124153099"
"I.K., Kabardin, Ivan K.; S.V., Dvoynishnikov, Sergey V.; M.R., Gordienko, Maxim R.; S.V., Kakaulin, Sergey V.; V.E., Ledovsky, Vadim E.; V.O., Zuev, Vladislav O.","Kabardin, Ivan K. (54880525800); Dvoynishnikov, Sergey V. (57559124200); Gordienko, Maxim R. (57201728367); Kakaulin, Sergey V. (6505582039); Ledovsky, Vadim E. (57297745500); Zuev, Vladislav O. (57297745600)","54880525800; 57559124200; 57201728367; 6505582039; 57297745500; 57297745600","Development of Multivariable Triangulation Method for Diagnostics of Icing of Wind Turbine Blades","2022","Journal of Engineering Thermophysics","31","4","","567","572","0","0","10.1134/S1810232822040038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143633917&doi=10.1134%2FS1810232822040038&partnerID=40&md5=b9a6d382f9801f13431de5e51d66307a","Abstract: Development of wind energy has led to explosive growth of practically applied energy sources, combined in wind farms. The number of wind turbines in cold climate grows rapidly. One of major problems in operation of wind turbines in such conditions is icing of turbine blades. It is known that the wind energy industry has no reliable methods for remote diagnostics of icing. Development and improvement of such methods is an extremely relevant task. The aim of the work is elaboration of a multivariable triangulation method for accurate diagnostics of three-dimensional geometry of ice. The idea of the method is as follows. Spatially-structured lighting is repeatedly projected on the surface of object to control. Images of the object are recorded from a direction other than that of the lighting. The images contain the structure of the projected lighting, distorted by the relief of the surface of the object. For each point on the image of the object, the dependence of the intensity of the registered radiation on the number of the image is determined. © 2022 Elsevier B.V., All rights reserved.","Triangulation; Turbine Components; Turbomachine Blades; Wind Power; Wind Turbine Blades; Colder Climate; Condition; Energy Source; Explosive Growth; Icing Of Wind Turbines; Multi Variables; Triangulation Method; Turbine Blade; Wind Farm; Lighting","Triangulation; Turbine components; Turbomachine blades; Wind power; Wind turbine blades; Colder climate; Condition; Energy source; Explosive growth; Icing of wind turbines; Multi variables; Triangulation method; Turbine blade; Wind farm; Lighting","Article","Final","","Scopus","2-s2.0-85143633917"
