"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"R.S., Patel, Ravi S.; V.K., Patel, Vimal Kumar","Patel, Ravi S. (57224350527); Patel, Vimal Kumar (57224349879)","57224350527; 57224349879","Effect of waves on leading edge of modified Savonius rotor blades","2023","Ocean Engineering","271","","113445","","","0","22","10.1016/j.oceaneng.2022.113445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146603397&doi=10.1016%2Fj.oceaneng.2022.113445&partnerID=40&md5=a8e8ab106c594bb7f04b36d8caa060a4","The blade profile of the Savonius hydrokinetic turbine has a significant effect on the performance of the rotor. Many previous numerical and experimental research suggested different blade profiles. In the present work, a similar recommended blade profile selected, and two different configurations were namely, i. sharp edge outside and ii. sharp edge inside. The results were compared with the conventional rotor. The investigation concludes that a sharp edge outside delivers better performance than a sharp edge inside and traditional rotor. The best configuration was further tested for different wave amplitudes, i.e. P/λ. The waves on the blades further enhance the performance of the rotor. Compared to a previously proposed design, the present modified configuration indicated a 31% improvement in power coefficient and a 37% improvement compared to the conventional design. © 2023 Elsevier B.V., All rights reserved.","Blade Profile; Experimental Research; Hydrokinetic Turbines; Numerical Research; Performance; Power Coefficients; Rotor Blades; Savonius Rotor; Sharp Edges; Wave Amplitudes; Turbomachine Blades; Amplitude; Ocean Wave; Wind Turbine","Blade profile; Experimental research; Hydrokinetic turbines; Numerical research; Performance; Power coefficients; Rotor blades; Savonius rotor; Sharp edges; Wave amplitudes; Turbomachine blades; amplitude; ocean wave; wind turbine","Article","Final","","Scopus","2-s2.0-85146603397"
"M.S., M Shamsuddin, M. S.; N.M., Kamaruddin, N. M.","M Shamsuddin, M. S. (57729845400); Kamaruddin, N. M. (57193069703)","57729845400; 57193069703","Experimental study on the characterization of the self-starting capability of a single and double-stage Savonius turbine","2023","Results in Engineering","17","","100854","","","0","31","10.1016/j.rineng.2022.100854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144495422&doi=10.1016%2Fj.rineng.2022.100854&partnerID=40&md5=7b7dcb816dda7d4e51a4c3ab6c7b1bc3","The Savonius hydrokinetic turbine is a viable alternative for rural electrification despite its relatively low power coefficient. There are many ways to improve power performance, including the use of multiple-stage turbines. Although many studies have investigated the effects of multi-staging, few have captured their effect on three performance parameters combined: power efficiency, flow structure, and self-starting capability. Therefore, the current study explored and analyzed the extent of these parameters using a multi-stage conventional Savonius turbine in a wind tunnel facility with a varying flow speed of 5 m/s to 9 m/s. The findings suggested that adding a stage increased the power coefficient to a maximum of 138% at 5 m/s, but reached a plateau as the wind speed increased to 9 m/s. The double-stage was discovered to reduce the self-starting speed of the turbine at all rotor angles for self-starting capabilities. The coefficient of static torque results indicated that the maximum static torque for the single and double-stage configurations occurred at 45° and 45°/135° rotor angles, respectively. The qualitative study revealed that the double-stage turbine has a larger wake size at higher wind speeds, resulting in a reduced wake intensity at the rear side of the rotor. The reduced torque variation caused by the additional stage has improved the overall performance of the turbine, making the double-stage configuration more preferable than the single-stage, particularly for low speed, high depth, and narrow river applications. © 2022 Elsevier B.V., All rights reserved.","Flow Visualization; Multi-stage; Power Coefficient; Savonius Turbine; Self-start; Rural Areas; Turbines; Wind; Wind Tunnels; Double Stage; Double-stage Configuration; Flow Visualisation; Multi-stages; Power Coefficients; Rotor Angle; Savonius Turbine; Self Starts; Self-starting; Single Stage; Wakes","Rural areas; Turbines; Wind; Wind tunnels; Double stage; Double-stage configuration; Flow visualisation; Multi-stages; Power coefficients; Rotor angle; Savonius turbine; Self starts; Self-starting; Single stage; Wakes","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85144495422"
"L.A., Gallo, Luis Antonio; E.L., Chica, E. Lenin; E.G., Flórez, Elkin G.","Gallo, Luis Antonio (57343299500); Chica, E. Lenin (26032527600); Flórez, Elkin G. (36010567500)","57343299500; 26032527600; 36010567500","Numerical Study on the Structural Behavior of the Blade Profile of a Savonius-Type Rotor while Implementing a Multiblade Geometry; Estudio numérico del comportamiento estructural del perfil del álabe de un rotor tipo Savonius implementando una geometría multielemento","2023","Ingenieria (Colombia)","28","2","e19174","","","0","0","10.14483/23448393.19174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188242771&doi=10.14483%2F23448393.19174&partnerID=40&md5=b8b36fa5dd6a90f8b57898bda291fac6","Context: This study evaluates the structural stability of a Savonius-type rotor by implementing a multiblade profile, with the purpose of reducing the resistance to movement and consequently improving aerodynamic performance. The rotor with the profile under study was compared against rotors with conventional semicircular and split Bach profiles. Method: The fluid-structure interaction was analyzed by numerically simulating the three rotors, and the state of stresses and deformations was determined under a normal operating regime. The rotors were assigned the same construction material, and they were studied under the same parameters and models of fluid dynamics and computational mechanics via the ANSYS software. Results: The results obtained showed a better structural behavior in the rotor with the multiblade configuration, reducing the maximum equivalent stress by 59,10 and 42,87 % and the deformations by 47,40 and 33,59 % with respect to the rotors with the conventional semicircular and split Bach profiles, respectively. Conclusions: The multiblade configuration allows for greater aerodynamic and structural performance while preserving the construction and operation simplicity that characterize Savonius-type rotors. © 2024 Elsevier B.V., All rights reserved.","Cfd; Multiblade; Multiphysics; Savonius Rotor; Wind Energy","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188242771"
"","","","Correction: Correlation Between the Generated Noise and Effectiveness for a Vertical Axis Savonius Type Rotor (AIAA Aviation and Aeronautics Forum and Exposition, AIAA AVIATION Forum 2023)","2023","","","","","","","0","0","10.2514/6.2023-0611.C1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200118964&doi=10.2514%2F6.2023-0611.C1&partnerID=40&md5=d4c37ebe17a0d3a48b31a0eadf3198a5","Correction Notice Update on author name and affiliation: To be changed to: Author(s) Name: Shivangi Sachar(1); Piotr Doerffer(2); Pawel Flaszynski(1); Jozef Kotus(2); Krzysztof Doerffer(2) Author(s) Affiliations: 1. Institute of Fluid Flow Machinery, Polish Academy of Sciences, Gdansk, Poland. 2. Gdansk University of Technology, Gdansk, Poland. © 2024 Elsevier B.V., All rights reserved.","","","Erratum","Final","","Scopus","2-s2.0-85200118964"
"R.R., Nambiar, Rithik R.; M., Tripathi, Manish; R.S., Pant, Rajkumar Sureshchandra","Nambiar, Rithik R. (59237079800); Tripathi, Manish (57200759380); Pant, Rajkumar Sureshchandra (23091319400)","59237079800; 57200759380; 23091319400","Effect of Horizontal and Vertical Overlap on the performance of two-bladed Vertical Axis Wind turbine","2023","","","","","","","0","0","10.2514/6.2023-4118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199856555&doi=10.2514%2F6.2023-4118&partnerID=40&md5=4384ed0c69f865278737e01d47b76dde","Harnessing wind energy is one of the cleanest forms and abundantly available to generate electricity. Wind turbines produce electricity from the wind power to drive the electric generators. There are two types of Wind turbines depending on the axis of rotation with the respect to the ground, Horizontal axis wind turbines (HAWT) and Vertical axis wind turbines (VAWT). In urban areas, due to the space compatibility and skewed wind conditions, VAWT are preferred. There are two types of VAWT, lift-type configuration like Darrieus wind turbine and drag-type configuration like Savonius wind turbines. Due to factors like self-starting capabilities and better performance even in low-speed winds, Savonius wind turbines are preferred. The present paper, Effect of Overlap Ratio on the blade performance are investigated and analysed. For this, the diameter of the rotor is maintained. Two dimensional numerical simulations are performed using RANS equations and sliding-mesh method. The turbulence model employed is SST k- ω model. Change in the RPM due to overlap distance at various inlet wind speeds were analysed and compared. The performance of zero overlap ratio and optimal mode at overall overlap ratios are compared. © 2024 Elsevier B.V., All rights reserved.","Horizontal Axis Wind Turbine; Numerical Methods; Power Generation; Turbomachine Blades; Turbulence Models; Wind Power; Wind Turbine Blades; Axis Of Rotation; Generate Electricity; Horizontal-axis Wind Turbines; Overlap Ratios; Performance; Savonius Wind Turbine; Space Compatibility; Urban Areas; Vertical Axes Wind Turbines; Wind Conditions; Vertical Axis Wind Turbine","Horizontal axis wind turbine; Numerical methods; Power generation; Turbomachine blades; Turbulence models; Wind power; Wind turbine blades; Axis of rotation; Generate electricity; Horizontal-axis wind turbines; Overlap ratios; Performance; Savonius wind turbine; Space compatibility; Urban areas; Vertical axes wind turbines; Wind conditions; Vertical axis wind turbine","Conference paper","Final","","Scopus","2-s2.0-85199856555"
"M.R., Abdul Qoiyum, Mohd Radzi; S., Shamsul, Sarip; M., Mohd Nabil, Muhtazaruddin","Abdul Qoiyum, Mohd Radzi (59207070400); Shamsul, Sarip (57203125813); Mohd Nabil, Muhtazaruddin (59207803300)","59207070400; 57203125813; 59207803300","Experimental Studies in Investigating the Performance of New Ellipse Shape Savonius Wind Turbine with and without Quarter Cylindrical Rotor House","2023","","","","","508","513","0","0","10.1109/SCOReD60679.2023.10563479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197733947&doi=10.1109%2FSCOReD60679.2023.10563479&partnerID=40&md5=e1878818552caa172d8ad5a24edd14cd","The paper aims to investigate the effect of different rotor hub-shaft materials, number of blades and blade materials on New Ellipse Shape Profile (NESP) with and without Quarter Cylindrical Rotor House (QCRH). To achieve a higher Cp, wind tunnel tests with wind speeds ranging from 4 m/s to 10 m/s were performed. In the present study, the rotational speed under the clockwise rotor houses arrangement that was demonstrated under condition monitoring at previous study was experimentally compared with the rotor height of 0.1 m, rotor diameter of 0.44 m, and H/D=0.227. The use of four-bladed NESP-QCRH was found to increase Cp with 0.126 at 5 m/s and a 306.5% higher value than NESP-NO QCRH. The higher wind speed of 10 m/s had no impact on the enhancement of Cp for NESPQCRH when turbulent caused vortice flow that increased the blockage effect between returning blade, advancing blade, and QCRH. Despite this, it was discovered that using a mild steel shaft and rotor hub had a Cp of 0.126 at 5 m/s, a 35.5% advantage over using an aluminum shaft-rotor hub, which had a Cp of 0.093. The four blades with a mild steel hub-shaft (MS-4B-CFRP) has Cp from 14.8 to 36.1% over ALU-4B-CFRP and 128.2% to 260% of Cp over 2 blades rotor of NESP with QCRH. The improvement between 14.8% to 35.5% of Cp proved that the closed center type of modified SWT for NESP-QCRH with MS-4B-CFRP became the best rotor design due to the inertia effect from the extra mass of 720g of mild steel hub-shaft (MS-4B-CFRP) over aluminum type (ALU-4B-CFRP). © 2024 Elsevier B.V., All rights reserved.","Condition Monitoring; Ellipse Shape Profile; Pillow Block Bearing; Quarter Cylindrical Rotor House; Rotational Speed; Savonius Wind Turbine; Wind Tunnel; Aluminum; Condition Monitoring; Geometry; Houses; Low Carbon Steel; Wind Speed; Wind Turbines; A: Mild Steels; Ellipse Shape Profile; Performance; Pillow Block Bearing; Quarter Cylindrical Rotor House; Rotational Speed; Rotor Hubs; Savonius Wind Turbine; Shaft Material; Wind Tunnel Tests; Wind Tunnels","Aluminum; Condition monitoring; Geometry; Houses; Low carbon steel; Wind speed; Wind turbines; A: mild steels; Ellipse shape profile; Performance; Pillow block bearing; Quarter cylindrical rotor house; Rotational speed; Rotor hubs; Savonius wind turbine; Shaft material; Wind tunnel tests; Wind tunnels","Conference paper","Final","","Scopus","2-s2.0-85197733947"
"S., Sachar, Shivangi; P.P., Doerffer, Piotr P.; P., Flaszýnski, Paweł; J., Kotus, Józef; K., Doerffer, Krzysztof; J., Grzelak, Joanna","Sachar, Shivangi (58168209800); Doerffer, Piotr P. (6603477705); Flaszýnski, Paweł (16229969300); Kotus, Józef (16310194500); Doerffer, Krzysztof (57209823760); Grzelak, Joanna (57193355414)","58168209800; 6603477705; 16229969300; 16310194500; 57209823760; 57193355414","Correlation Between the Generated Noise and Effectiveness for a Vertical Axis Savonius Type Rotor","2023","","","","","","","0","2","10.2514/6.2023-0611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197346007&doi=10.2514%2F6.2023-0611&partnerID=40&md5=bad9ba20d1c7ac7163fd55b8bbeb5ab8","An important factor when installing a wind turbine in an urban area is the effect of the noise produced by it on the local population. Both local and global guidelines have been imposed by the concerned authorities on these noise limits. In this paper, an attempt is made to study the noise produced by a vertical axis Savonius type wind turbine when operated under an urban environment. The main idea is to establish a relationship between noise produced and the power generated by regulating the loading on the turbine. The setup is tested for two different rotor configurations consisting of a single segment and five segments. The performance characteristics of the two rotor configurations are also studied and an agreement has been reached between the noise production and the corresponding efficiency of the turbine. © 2024 Elsevier B.V., All rights reserved.","Acoustic Noise; Aeroacoustics; Local Populations; Noise Limit; Noise Production; Performance Characteristics; Power; Single Segments; Urban Areas; Urban Environments; Vertical Axis; Vertical Axis Wind Turbine","Acoustic noise; Aeroacoustics; Local populations; Noise limit; Noise production; Performance characteristics; Power; Single segments; Urban areas; Urban environments; Vertical axis; Vertical axis wind turbine","Conference paper","Final","","Scopus","2-s2.0-85197346007"
"W., Kuczyński, Waldemar; I., Michalska-Pożoga, Iwona; M., Szczepanek, Marcin; K., Chmiel, Krzysztof","Kuczyński, Waldemar (8593623500); Michalska-Pożoga, Iwona (6504435412); Szczepanek, Marcin (57196247656); Chmiel, Krzysztof (57147830100)","8593623500; 6504435412; 57196247656; 57147830100","Overview of application options for vertical axis wind turbines","2023","Archives of Thermodynamics","44","4","","665","704","0","0","10.24425/ather.2023.149737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194350187&doi=10.24425%2Father.2023.149737&partnerID=40&md5=628f753a55820bd95b48da095ed6f6d6","The article presents an analysis of the use of Savonius wind turbines with vertical axis of rotation. The first part presents an analysis of the literature with the dentification of the properties of the basic atmospheric parameters related to the air movement referred to as wind. Used mathematical descriptions used in the analysis of air movement and enabling the identification of basic thermodynamic parameters of wind turbines with a vertical axis of rotation were presented. Then, the historical background of the development of wind turbines with a vertical axis of rotation was presented, and constructions of this type currently used were described. Proposals for modification of the configuration and design of Savonius rotors and the impact of these activities on their efficiency were analyzed. These issues were presented in relation to the experimental work carried out in the international research centers. Obvious advantages and disadvantages of using this type of equipment in the field of wind energy were indicated. © 2024 Elsevier B.V., All rights reserved.","Savonius' Law; Wind Energy; Wind Turbines; Air; Vertical Axis Wind Turbine; Air Movement; Atmospheric Parameters; Axis Of Rotation; Dentification; Mathematical Descriptions; Property; Savonii' Law; Savonius Wind Turbine; Vertical Axes Wind Turbines; Vertical Axis; Wind Power","Air; Vertical axis wind turbine; Air movement; Atmospheric parameters; Axis of rotation; Dentification; Mathematical descriptions; Property; Savonii' law; Savonius wind turbine; Vertical axes wind turbines; Vertical axis; Wind power","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194350187"
"N., Alom, Nur; P.K., Talukdar, Parag K.; B.K., Sarkar, Bikash Kumar; U.K., Saha, Ujjwal K.","Alom, Nur (57192070965); Talukdar, Parag K. (57188960631); Sarkar, Bikash Kumar (56352046200); Saha, Ujjwal K. (35577440500)","57192070965; 57188960631; 56352046200; 35577440500","INFLUENCE OF CONCENTRATED AUGMENTER ON THE PERFORMANCE OF A TWO-BLADED SAVONIUS WIND ROTOR COMPOSED OF ARC-ELLIPTICAL PROFILE","2023","","","","v001t06a001","","","0","0","10.1115/GTINDIA2023-118292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185879447&doi=10.1115%2FGTINDIA2023-118292&partnerID=40&md5=1cca66166882ff7d1e21274b85e6367f","The Savonius wind rotor, a drag-based vertical-axis wind turbine, is gaining importance throughout the globe as a way to generate electricity while reducing global warming. Although it exhibits a lower performance, this type of rotor is gaining immense interest in the research community because of its straightforward design, self-starting capability, and operational ease. Over the past two decades, numerous blade profiles have been created to improve the performance of this rotor. A recently developed arc-elliptical blade profile has shown an improved performance characteristic. In the present computational study, this arc-elliptical blade profile is considered with a concentrated augmenter placed in front of it. The concentrated augmenter is placed to enhance the performance of the blade profile further. The arc-elliptical blade profile with the concentrated augmenter is investigated using a commercial computational fluid dynamic solver ANSYS Fluent 17.1 with the help of shear stress transport (SST) κ-ω turbulence model. The torque and power coefficients of the augmented rotor have been evaluated for a range of tip-speed ratio. The results obtained in the present study are also compared with those of the arc-elliptical blade profile without the concentrators. An enhancement of C<inf>Pmax</inf> by 4.11% is observed in the arc-elliptical bladed rotor with the concentrated augmenter as compared to the one without the augmenter. © 2024 Elsevier B.V., All rights reserved.","Aerodynamic Coefficients; Arc-elliptical Profile; Computational Analysis; Concentrated Augmenters; Savonius Rotor; Sst Κ-ω Turbulence Model; Computational Fluid Dynamics; Concentration (process); Global Warming; Shear Stress; Vertical Axis Wind Turbine; Vortex Flow; Aerodynamic Coefficients; Arc-elliptical Profile; Blade Profile; Computational Analysis; Concentrated Augmenter; Ellipticals; Performance; Savonius Rotor; Shear Stress Transport Κ-ω Turbulence Model; Shear-stress Transport; Turbulence Models","Computational fluid dynamics; Concentration (process); Global warming; Shear stress; Vertical axis wind turbine; Vortex flow; Aerodynamic coefficients; Arc-elliptical profile; Blade profile; Computational analysis; Concentrated augmenter; Ellipticals; Performance; Savonius rotor; Shear stress transport κ-ω turbulence model; Shear-stress transport; Turbulence models","Conference paper","Final","","Scopus","2-s2.0-85185879447"
"A.S., Saad, Ahmed S.; M.A., Ahmed, Mahmoud A.","Saad, Ahmed S. (57204531136); Ahmed, Mahmoud A. (8156284400)","57204531136; 8156284400","An Investigation of the Influences of Diameter Ratio and Attaching Angle on the Performance of a Helical-Bladed Combined Darrieus-Savonius Wind Turbine","2023","","7","","V007T08A070","","","0","0","10.1115/IMECE2023-113686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185541818&doi=10.1115%2FIMECE2023-113686&partnerID=40&md5=0790c28aa99f3c7b0877220f79423a27","Although Darrieus wind turbines are capable of producing high power coefficients, they also exhibit a low self-starting capability. Savonius wind turbines on the other hand are capable of providing relatively high self-starting capabilities but have a lower power coefficient. The objective of the present study is thus to develop a modified design of a combined Darrieus-Savonius wind turbine in order to improve its self-starting capability and power coefficient. The modified combined design consists of helical-bladed Darrieus and Savonius rotors with helical angles of 90 and 45 degrees, respectively. The influences of various diameter ratios in addition to various attaching angles between Darrieus and Savonius rotors in the proposed design are numerically investigated. The Reynolds-Average Navier-Stokes equations in three dimensions along with the turbulence model of k-ω (SST) are developed and numerically simulated. The predicted results are validated using the available measurements. Thus, numerical predictions of the variations of the coefficient of power versus tip speed ratio as well as the coefficient of torque over a whole cycle can be made. As part of the evaluation of the starting characteristics of the proposed configurations, the static torque coefficient during a complete revolution is also calculated. Based on the current study, some significant findings can be derived. The coefficient of power remarkably increases with rising the diameter ratio up to an optimal value of 0.45, then a significant reduction in coefficient of power is observed with further increment of diameter ratio beyond 0.45 due to increasing the drag losses by Savonius rotor. In comparison to a solo Darrieus rotor at the same dimensions, the combined turbine with the best design parameters achieved a peak coefficient of power of 0.386 with a performance gain of about 19 %. Furthermore, the combined design significantly reduces the fluctuations of coefficient of static torque in addition to achieving a higher average coefficient of static torque with positive values at all azimuth angles compared to solo Darrieus rotor. © 2024 Elsevier B.V., All rights reserved.","Attaching Angle; Combined Turbine; Diameter Ratio; Helical Blades; Performance Enhancement; Drag; Navier Stokes Equations; Torque; Turbine Components; Turbomachine Blades; Wind Turbines; Attaching Angle; Coefficient Of Power; Combined Turbine; Darrieus Rotors; Diameter Ratio; Helical Blades; Performance Enhancements; Power Coefficients; Savonius Wind Turbine; Self-starting; Turbulence Models","Drag; Navier Stokes equations; Torque; Turbine components; Turbomachine blades; Wind turbines; Attaching angle; Coefficient of power; Combined turbine; Darrieus rotors; Diameter ratio; Helical blades; Performance enhancements; Power coefficients; Savonius wind turbine; Self-starting; Turbulence models","Conference paper","Final","","Scopus","2-s2.0-85185541818"
"D.D., Prasad, Deepak Divashkar; M., Pesamino, Marisilina; A., Cavuilati, Amenatave; K.R., Ram, Krishnil Ravinesh; M.R., Ahmed, M. Rafiuddin","Prasad, Deepak Divashkar (36059980000); Pesamino, Marisilina (58896797500); Cavuilati, Amenatave (58896813200); Ram, Krishnil Ravinesh (36680559200); Ahmed, M. Rafiuddin (36130032200)","36059980000; 58896797500; 58896813200; 36680559200; 36130032200","Effect of Upstream Deflector Plate Position on the Performance of Savonius Rotors","2023","","7","","V007T08A036","","","0","0","10.1115/IMECE2023-113989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185541794&doi=10.1115%2FIMECE2023-113989&partnerID=40&md5=9f4004c5fa7304a3e1fe4748de44eb0c","Global warming has resulted from the excessive use of fossil fuels that are being used to meet the increasing energy demand. The use of renewable sources of energy for power generation has become important now than ever to mitigate the effects of global warning. Wind energy is one such alternative. It is clean, non-emitting, sustainable and environmentally friendly. In the present work, the performance of a Savonius rotor for wind energy application is studied experimentally and numerically. Three different rotor configurations having blade arc angles of 65°, 110° and 148° were tested in a wind tunnel. The rotor with blade arc angle of 110° performed the best. The peak power outputs for the 65°, 110° and 148° configurations are 0.05 W, 0.15 W and 0.11 W respectively. The 110° rotor model was later used to study the effect of deflector plate on the rotor performance. The best deflector plate position is γ = 0.3 at an exposure ratio of 0.6. At this configuration, the power coefficient is 0.06 compared to 0.021 recorded for the 110° model without deflector plate. Finally, the flow characteristics are studied in detail using commercial computational fluid dynamics (CFD) code ANSYS-CFX. The presence of the deflector plate shielded the returning plate from the approaching flow, hence reducing the negative torque and directed the flow onto the advancing blade. The combination of these two improved the performance of the Savonius rotor. © 2024 Elsevier B.V., All rights reserved.","Coefficient Of Power; Computational Fluid Dynamics (cfd); Deflector Plate; Savonius Rotor; Wind Tunnel Testing; Fossil Fuels; Global Warming; Wind Power; Wind Tunnels; Coefficient Of Power; Computational Fluid Dynamic; Deflector Plate; Energy Demands; Performance; Power- Generations; Renewable Sources; Savonius Rotor; Sources Of Energy; Wind-tunnel Testing; Computational Fluid Dynamics","Fossil fuels; Global warming; Wind power; Wind tunnels; Coefficient of power; Computational fluid dynamic; Deflector plate; Energy demands; Performance; Power- generations; Renewable sources; Savonius rotor; Sources of energy; Wind-tunnel testing; Computational fluid dynamics","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85185541794"
"M., Gall, Mihnea; I., Mǎlǎel, Ion; D., Preda, Dragos","Gall, Mihnea (57204505172); Mǎlǎel, Ion (54403350900); Preda, Dragos (57204506998)","57204505172; 54403350900; 57204506998","Numerical Analysis of the Interaction of Savonius Vertical Axis Wind Turbines in Tree-type Cluster Configuration","2023","","","","","272","276","0","2","10.1109/CSCC58962.2023.00051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182741804&doi=10.1109%2FCSCC58962.2023.00051&partnerID=40&md5=1778211fe091a5f2b4e23a19041f2cb5","The continuous commissioning of wind energy harvesting machines has impacted the last years' clean energy share in the global energy demand. Vertical axis wind turbine clusters suitable for urban architecture integration are part of the market where not only the performance parameters are of utmost importance, but also their aesthetic design, low noise, and low-cost operation. Starting from the 3D geometry of a tree-type Savonius vertical axis wind turbine cluster with 27 rotors, a 2D computational domain is extracted including 9 turbines. The aerodynamic influence of the array pattern is numerically evaluated with Ansys Fluent URANS simulations. Vorticity magnitude contours together with torque and power plots for each rotor are thoroughly analyzed. The rotor position in the array along with the operating regime in terms of TSR, prove to be responsible for the power extraction capability of each turbine. While the output power of 4 out of 9 rotors belongs to the 130-140 W range for TSR 0.7 to 1, one rotor reaches 200 W in the high TSR regimes due to positive field effects. In contrast, detrimental coupling with the neighbouring turbines is encountered by 2 rotors resulting in low power output figures below 50 W in the low TSR regimes. © 2024 Elsevier B.V., All rights reserved.","Cluster Coupling Effects; Computational Fluid Dynamics; Power; Renewable Energy; Savonius; Urban Environment; Vertical Axis Wind Turbine; Wind Energy System; Wind Turbines Cluster; Aerodynamics; Computational Geometry; Energy Harvesting; Vertical Axis Wind Turbine; Wind Power; Cluster Configurations; Cluster Coupling Effect; Coupling Effect; Power; Renewable Energies; Savonii; Urban Environments; Vertical Axes Wind Turbines; Wind Energy Systems; Wind Turbine Cluster; Computational Fluid Dynamics","Aerodynamics; Computational geometry; Energy harvesting; Vertical axis wind turbine; Wind power; Cluster configurations; Cluster coupling effect; Coupling effect; Power; Renewable energies; Savonii; Urban environments; Vertical axes wind turbines; Wind energy systems; Wind turbine cluster; Computational fluid dynamics","Conference paper","Final","","Scopus","2-s2.0-85182741804"
"S., Kurniati, Sri; S., Syam, Sudirman; A., Sanusi, Arifin","Kurniati, Sri (57205646631); Syam, Sudirman (57202071234); Sanusi, Arifin (59649261000)","57205646631; 57202071234; 59649261000","Numerical investigation and improvement of the aerodynamic performance of a modified elliptical-bladed Savonius-style wind turbine","2023","AIMS Energy","11","6","","1211","1230","0","5","10.3934/ENERGY.2023055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182319954&doi=10.3934%2FENERGY.2023055&partnerID=40&md5=a613388b890b043d6c4f5825d5a762e1","The Savonius turbine has an advantage over other types of vertical axis wind turbines (VAWT), which have speeds ranging from the lowest wind speed to the highest. However, the main problem is the negative torque on the rotary blades. This paper used computational fluid dynamics to numerically investigate the two-dimensional flow analysis of a modified elliptical Savonius wind turbine. This study investigated and compared five rotor blades: Classic, elliptical, and their three modifications. The behavior of wind energy was studied explicitly by changing the angle of the axis of the elliptical blade from the concave side, which leads to a convex shape to increase the area affected by the thrust force and increase the positive torque. The ANSYS (previously known as STASYS Structural Analysis System) Fluent version 15 software solves the unstable Reynolds-Naiver-Stokes (URAN) equation. The coupling algorithm solves the pressure-based coupling pressure velocity using the ANSYS Fluent. In the simulation, the drag, lift, and moment coefficients on the Savonius turbine were calculated directly at each change in the axis angle. The test results at wind speeds of up to nine m/s showed that the modified elliptical turbine with an axis angle of 50° had the highest coefficient power (Cp) among other elliptical blade modifications. In comparison, the test results with variations in wind speeds of 4–12 m/s showed that turbines with an axis angle of 55° performed better with a higher tip speed ratio (TSR) than other models. © 2024 Elsevier B.V., All rights reserved.","Blade Angle; Computational Fluid; Power Coefficient; Wind Energy; Aerodynamics; Computational Fluid Dynamics; Drag; Turbine Components; Turbomachine Blades; Wind Power; Wind Speed; Aero-dynamic Performance; Blade Angle; Computational Fluid; Ellipticals; Fluents; Numerical Investigations; Power Coefficients; Savonius Turbine; Vertical Axes Wind Turbines; Vertical Axis Wind Turbine","Aerodynamics; Computational fluid dynamics; Drag; Turbine components; Turbomachine blades; Wind power; Wind speed; Aero-dynamic performance; Blade angle; Computational fluid; Ellipticals; Fluents; Numerical investigations; Power coefficients; Savonius turbine; Vertical axes wind turbines; Vertical axis wind turbine","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85182319954"
